triplet_id	entity	entity_type	relationship	target	target_type	start_date	end_date	ticker	year	source_file	chunk_id
vz_2021_page_41_chunk_1_triplet_21	vz	ORG	operates_in	west virginia	GPE	January 2021	December 2021	VZ	2021	VZ_10k_2021.pdf	chunk_1
cat_2022_page_43_chunk_1_triplet_9	cat	ORG	operates_in	north america	GPE	October 2021	December 2021	CAT	2022	CAT_10k_2022.pdf	chunk_1
well_2019_page_127_chunk_3_triplet_12	well	ORG	operates_in	southbury , ct	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_3
well_2021_page_133_chunk_3_triplet_18	well	ORG	operates_in	tustin , ca	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_3
well_2020_page_127_chunk_3_triplet_40	well	ORG	operates_in	morehead city nc	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_3
cnp_2023_page_12_chunk_1_triplet_5	cnp	ORG	operates_in	louisiana	GPE	January 2023	December 2023	CNP	2023	CNP_10k_2023.pdf	chunk_1
rcl_2015_page_6_chunk_1_triplet_1	rcl	ORG	operates_in	north america	GPE	January 2015	December 2015	RCL	2015	RCL_10k_2015.pdf	chunk_1
rcl_2018_page_36_chunk_1_triplet_1	rcl	ORG	operates_in	port of miami , florida	LOGISTICS	January 2018	December 2018	RCL	2018	RCL_10k_2018.pdf	chunk_1
well_2022_page_42_chunk_2_triplet_28	well	ORG	operates_in	north dakota	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2020_page_132_chunk_2_triplet_19	well	ORG	operates_in	harrisburg , nc	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
well_2024_page_140_chunk_1_triplet_13	well	ORG	operates_in	leander , tx	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2022_page_42_chunk_2_triplet_31	well	ORG	operates_in	new jersey	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
gme_2015_page_8_chunk_2_triplet_11	gme	ORG	operates_in	georgia	GPE	January 2015	December 2015	GME	2015	GME_10k_2015.pdf	chunk_2
well_2020_page_125_chunk_1_triplet_42	well	ORG	operates_in	crawfordsville , in	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
well_2021_page_122_chunk_4_triplet_17	well	ORG	operates_in	grand fork , nd	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_4
cnp_2023_page_12_chunk_1_triplet_9	cnp	ORG	operates_in	ohio	GPE	January 2023	December 2023	CNP	2023	CNP_10k_2023.pdf	chunk_1
well_2019_page_135_chunk_3_triplet_7	well	ORG	operates_in	santa clarita , ca	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_3
well_2022_page_42_chunk_2_triplet_37	well	ORG	operates_in	pennsylvania	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
cnp_2019_page_18_chunk_3_triplet_6	cnp	ORG	operates_in	lawton	GPE	January 2019	December 2019	CNP	2019	CNP_10k_2019.pdf	chunk_3
well_2021_page_132_chunk_1_triplet_5	well	ORG	operates_in	nuthall	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_1
well_2019_page_129_chunk_3_triplet_22	well	ORG	operates_in	yardley , pa	GPE	January 2018	default_end_timestamp	WELL	2019	WELL_10k_2019.pdf	chunk_3
well_2024_page_137_chunk_1_triplet_54	well	ORG	operates_in	east setauket	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2023_page_142_chunk_1_triplet_32	well	ORG	operates_in	tampa , fl	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
cnp_2023_page_52_chunk_4_triplet_1	cnp	ORG	operates_in	warrick county	GPE	January 2023	December 2023	CNP	2023	CNP_10k_2023.pdf	chunk_4
well_2024_page_147_chunk_1_triplet_18	well	ORG	operates_in	clayton , nc	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2022_page_42_chunk_2_triplet_45	well	ORG	operates_in	west virginia	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
amzn_2015_page_64_chunk_5_triplet_6	amzn	ORG	operates_in	european operation	SEGMENT	January 2015	December 2015	AMZN	2015	AMZN_10k_2015.pdf	chunk_5
cnp_2022_page_17_chunk_1_triplet_9	centerpoint energy	COMP	operates_in	arkansas	GPE	January 2022	December 2022	CNP	2022	CNP_10k_2022.pdf	chunk_1
well_2021_page_136_chunk_4_triplet_27	well	ORG	operates_in	marietta	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_4
cat_2023_page_26_chunk_2_triplet_5	cat	ORG	operates_in	wamego	GPE	January 2023	December 2023	CAT	2023	CAT_10k_2023.pdf	chunk_2
cnp_2021_page_70_chunk_3_triplet_21	cnp	ORG	operates_in	posey county , indiana	GPE	January 2021	December 2021	CNP	2021	CNP_10k_2021.pdf	chunk_3
cat_2015_page_24_chunk_1_triplet_6	cat	ORG	operates_in	belgium	GPE	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
rcl_2024_page_14_chunk_3_triplet_13	rcl	ORG	operates_in	global market	GPE	January 2024	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_3
well_2022_page_57_chunk_2_triplet_4	well	ORG	operates_in	new rochelle , ny	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
rcl_2017_page_6_chunk_3_triplet_17	rcl	ORG	operates_in	fiji	GPE	January 2017	December 2017	RCL	2017	RCL_10k_2017.pdf	chunk_3
rcl_2022_page_5_chunk_1_triplet_6	rcl	ORG	operates_in	global cruise itinerary	SECTOR	January 2022	December 2022	RCL	2022	RCL_10k_2022.pdf	chunk_1
well_2023_page_137_chunk_1_triplet_43	well	ORG	operates_in	livonia , mi	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2022_page_57_chunk_2_triplet_8	well	ORG	operates_in	denton , tx	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2020_page_122_chunk_2_triplet_12	well	ORG	operates_in	st. albert , ab	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_2
well_2022_page_57_chunk_2_triplet_10	well	ORG	operates_in	painesville , oh	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2022_page_57_chunk_2_triplet_11	well	ORG	operates_in	beaver , pa	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2023_page_139_chunk_1_triplet_25	well	ORG	operates_in	wayne , nj	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
cat_2024_page_85_chunk_4_triplet_6	cat	ORG	operates_in	mining	SEGMENT	January 2024	December 2024	CAT	2024	CAT_10k_2024.pdf	chunk_4
well_2023_page_96_chunk_5_triplet_4	well	ORG	operates_in	triple-net portfolio	PRODUCT	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_5
vz_2020_page_23_chunk_1_triplet_11	verizon consumer group	SEGMENT	operates_in	mid-atlantic u.s .	GPE	January 2020	December 2020	VZ	2020	VZ_10k_2020.pdf	chunk_1
well_2024_page_144_chunk_1_triplet_53	well	ORG	operates_in	ware , uk	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2020_page_3_chunk_1_triplet_4	well	ORG	operates_in	united kingdom	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
rcl_2024_page_12_chunk_1_triplet_34	rcl	ORG	operates_in	silver wind	PRODUCT	January 1995	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_1
well_2021_page_129_chunk_2_triplet_7	well	ORG	operates_in	dublin , oh	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2020_page_33_chunk_1_triplet_20	well	ORG	operates_in	u.k .	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
well_2021_page_91_chunk_3_triplet_5	hc-one group	COMP	operates_in	u.k .	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_3
well_2020_page_120_chunk_2_triplet_29	well	ORG	operates_in	mobberley	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
well_2020_page_3_chunk_1_triplet_2	well	ORG	operates_in	united state	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
cnp_2024_page_19_chunk_2_triplet_21	centerpoint energy	SEGMENT	operates_in	minnesota	GPE	January 2024	December 2024	CNP	2024	CNP_10k_2024.pdf	chunk_2
amzn_2023_page_33_chunk_1_triplet_1	amzn	ORG	operates_in	international segment	SEGMENT	January 2023	December 2023	AMZN	2023	AMZN_10k_2023.pdf	chunk_1
amzn_2023_page_56_chunk_1_triplet_12	amzn	ORG	operates_in	north america segment	SEGMENT	February 2023	February 2023	AMZN	2023	AMZN_10k_2023.pdf	chunk_1
gme_2015_page_8_chunk_2_triplet_34	gme	ORG	operates_in	new york	GPE	January 2015	December 2015	GME	2015	GME_10k_2015.pdf	chunk_2
amzn_2024_page_9_chunk_1_triplet_4	amzn	ORG	operates_in	international market	GPE	January 2024	December 2024	AMZN	2024	AMZN_10k_2024.pdf	chunk_1
rcl_2015_page_47_chunk_1_triplet_17	rcl	ORG	operates_in	latin america	GPE	January 2015	December 2015	RCL	2015	RCL_10k_2015.pdf	chunk_1
well_2023_page_132_chunk_1_triplet_35	well	ORG	operates_in	plattsmouth	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
rcl_2022_page_7_chunk_3_triplet_22	rcl	ORG	operates_in	india	GPE	January 2022	December 2022	RCL	2022	RCL_10k_2022.pdf	chunk_3
well_2024_page_140_chunk_1_triplet_55	well	ORG	operates_in	manteca , ca	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
cnp_2023_page_18_chunk_3_triplet_7	cnp	ORG	operates_in	biloxi	GPE	default_start_timestamp	default_end_timestamp	CNP	2023	CNP_10k_2023.pdf	chunk_3
cnp_2022_page_15_chunk_2_triplet_1	cnp	ORG	operates_in	southwestern indiana	GPE	January 2022	default_end_timestamp	CNP	2022	CNP_10k_2022.pdf	chunk_2
well_2020_page_59_chunk_2_triplet_2	well	ORG	operates_in	kalamazoo , mi	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
well_2019_page_111_chunk_1_triplet_4	well	ORG	operates_in	dix hill , ny	GPE	January 2019	default_end_timestamp	WELL	2019	WELL_10k_2019.pdf	chunk_1
well_2020_page_117_chunk_4_triplet_28	well	ORG	operates_in	burlingame , ca	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_4
amzn_2021_page_3_chunk_1_triplet_23	amzn	ORG	operates_in	customer service center	LOGISTICS	January 2021	December 2021	AMZN	2021	AMZN_10k_2021.pdf	chunk_1
cat_2015_page_8_chunk_1_triplet_12	caterpillar insurance co. ltd .	ORG	operates_in	bermuda	GPE	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
rcl_2024_page_12_chunk_1_triplet_20	rcl	ORG	operates_in	celebrity constellation	PRODUCT	January 2002	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_1
well_2020_page_124_chunk_4_triplet_31	well	ORG	operates_in	carlisle , pa	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_4
well_2022_page_91_chunk_3_triplet_6	hc-one group	COMP	operates_in	u.k .	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
well_2024_page_135_chunk_4_triplet_15	well	ORG	operates_in	barnum , mn	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_4
well_2022_page_105_chunk_3_triplet_2	well	ORG	operates_in	united kingdom	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
cat_2015_page_4_chunk_1_triplet_4	cat	ORG	operates_in	energy & transportation	SEGMENT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
well_2023_page_129_chunk_1_triplet_89	well	ORG	operates_in	encino , ca	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2022_page_105_chunk_7_triplet_2	well	ORG	operates_in	united kingdom	GPE	January 2022	default_end_timestamp	WELL	2022	WELL_10k_2022.pdf	chunk_7
well_2023_page_134_chunk_1_triplet_51	well	ORG	operates_in	wooster , oh	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
tgna_2015_page_6_chunk_1_triplet_3	tgna	ORG	operates_in	united state	GPE	January 2015	December 2015	TGNA	2015	TGNA_10k_2015.pdf	chunk_1
rcl_2023_page_6_chunk_1_triplet_5	rcl	ORG	operates_in	na	GPE	January 2023	December 2023	RCL	2023	RCL_10k_2023.pdf	chunk_1
gme_2014_page_9_chunk_1_triplet_12	gme	ORG	operates_in	online gaming	SEGMENT	January 2014	December 2014	GME	2014	GME_10k_2014.pdf	chunk_1
well_2022_page_108_chunk_1_triplet_2	well	ORG	operates_in	senior housing	SECTOR	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2024_page_153_chunk_1_triplet_4	well	ORG	operates_in	de peres , mo	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2022_page_137_chunk_4_triplet_8	well	ORG	operates_in	jefferson city , tn	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_4
dxc_2021_page_2_chunk_1_triplet_4	dxc	ORG	operates_in	united state	GPE	January 2021	December 2021	DXC	2021	DXC_10k_2021.pdf	chunk_1
well_2021_page_123_chunk_2_triplet_3	well	ORG	operates_in	high point , nc	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2022_page_140_chunk_2_triplet_2	well	ORG	operates_in	concord , nh	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2023_page_129_chunk_1_triplet_64	well	ORG	operates_in	denton , tx	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
pom_2015_page_162_chunk_2_triplet_1	pom	ORG	operates_in	t & d	SEGMENT	January 2015	December 2015	POM	2015	POM_10k_2015.pdf	chunk_2
well_2022_page_140_chunk_2_triplet_6	well	ORG	operates_in	gig harbor , wa	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2024_page_147_chunk_1_triplet_76	well	ORG	operates_in	florence , nj	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
rcl_2019_page_5_chunk_1_triplet_8	rcl	ORG	operates_in	hawaii	GPE	January 2019	December 2019	RCL	2019	RCL_10k_2019.pdf	chunk_1
cnp_2017_page_104_chunk_5_triplet_7	cnp	ORG	operates_in	end user	SECTOR	January 2017	December 2017	CNP	2017	CNP_10k_2017.pdf	chunk_5
rcl_2017_page_5_chunk_1_triplet_20	tui cruise	SEGMENT	operates_in	germany	GPE	January 2017	default_end_timestamp	RCL	2017	RCL_10k_2017.pdf	chunk_1
amzn_2021_page_16_chunk_3_triplet_4	amzn	ORG	operates_in	international	GPE	December 2021	default_end_timestamp	AMZN	2021	AMZN_10k_2021.pdf	chunk_3
well_2022_page_120_chunk_2_triplet_13	well	ORG	operates_in	arlington , va	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2021_page_138_chunk_2_triplet_6	well	ORG	operates_in	tarzana , ca	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_2
pom_2015_page_22_chunk_5_triplet_2	ace	COMP	operates_in	new jersey	GPE	January 2015	December 2015	POM	2015	POM_10k_2015.pdf	chunk_5
well_2020_page_124_chunk_2_triplet_1	well	ORG	operates_in	abilene , tx	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_2
dxc_2019_page_123_chunk_4_triplet_5	dxc	ORG	operates_in	india	GPE	April 2018	March 2019	DXC	2019	DXC_10k_2019.pdf	chunk_4
well_2021_page_128_chunk_2_triplet_3	well	ORG	operates_in	akron , oh	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2020_page_117_chunk_4_triplet_14	well	ORG	operates_in	bremerton , wa	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_4
cnp_2021_page_47_chunk_3_triplet_5	cnp	ORG	operates_in	sebree	GPE	January 2021	December 2021	CNP	2021	CNP_10k_2021.pdf	chunk_3
well_2024_page_141_chunk_1_triplet_38	well	ORG	operates_in	north canton , oh	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2021_page_124_chunk_2_triplet_8	well	ORG	operates_in	mansfield , tx	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2024_page_141_chunk_1_triplet_36	well	ORG	operates_in	newtown square , pa	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
cnp_2014_page_5_chunk_1_triplet_7	ercot	ORG	operates_in	texas	GPE	January 2014	December 2014	CNP	2014	CNP_10k_2014.pdf	chunk_1
well_2024_page_145_chunk_1_triplet_13	well	ORG	operates_in	west bend , wi	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2021_page_122_chunk_4_triplet_4	well	ORG	operates_in	frome , uk	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_4
well_2023_page_132_chunk_1_triplet_64	well	ORG	operates_in	rockwall	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
rcl_2024_page_12_chunk_1_triplet_31	rcl	ORG	operates_in	silver spirit	PRODUCT	January 2009	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_1
rcl_2019_page_36_chunk_1_triplet_1	rcl	ORG	operates_in	port of miami , florida	LOGISTICS	January 2019	December 2019	RCL	2019	RCL_10k_2019.pdf	chunk_1
well_2020_page_130_chunk_1_triplet_21	well	ORG	operates_in	warren , nj	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
cat_2024_page_34_chunk_4_triplet_3	cat	ORG	operates_in	eame	GPE	January 2024	December 2024	CAT	2024	CAT_10k_2024.pdf	chunk_4
well_2021_page_134_chunk_3_triplet_3	well	ORG	operates_in	york , uk	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_3
well_2019_page_114_chunk_3_triplet_4	well	ORG	operates_in	outremont , qc	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_3
rcl_2020_page_1_chunk_1_triplet_3	rcl	ORG	operates_in	republic of liberia	GPE	January 2020	December 2020	RCL	2020	RCL_10k_2020.pdf	chunk_1
well_2020_page_121_chunk_4_triplet_13	well	ORG	operates_in	san diego , ca	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_4
well_2023_page_131_chunk_1_triplet_49	well	ORG	operates_in	mobberley , uk	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2021_page_131_chunk_3_triplet_37	well	ORG	operates_in	north augusta , sc	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_3
well_2023_page_129_chunk_1_triplet_5	well	ORG	operates_in	camillus , ny	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2023_page_129_chunk_1_triplet_80	well	ORG	operates_in	edgewater , nj	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2023_page_48_chunk_2_triplet_39	well	ORG	operates_in	sc	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_2
well_2022_page_137_chunk_4_triplet_22	well	ORG	operates_in	loxahatchee , fl	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_4
vz_2024_page_4_chunk_1_triplet_6	vz	ORG	operates_in	washington d.c .	GPE	January 2024	December 2024	VZ	2024	VZ_10k_2024.pdf	chunk_1
cnp_2015_page_10_chunk_1_triplet_12	ceip	COMP	operates_in	texas	GPE	January 2015	December 2015	CNP	2015	CNP_10k_2015.pdf	chunk_1
well_2021_page_130_chunk_3_triplet_12	well	ORG	operates_in	holton , ks	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_3
cnp_2020_page_19_chunk_1_triplet_39	enable	COMP	operates_in	egt	FIN_INST	January 2020	December 2020	CNP	2020	CNP_10k_2020.pdf	chunk_1
well_2021_page_124_chunk_2_triplet_2	well	ORG	operates_in	louisville , co	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2021_page_136_chunk_2_triplet_6	well	ORG	operates_in	escondido , ca	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_2
cnp_2022_page_181_chunk_2_triplet_23	cerc	COMP	operates_in	arkansas	GPE	January 2022	December 2022	CNP	2022	CNP_10k_2022.pdf	chunk_2
cnp_2019_page_209_chunk_6_triplet_5	cerc	SEGMENT	operates_in	cnp	ORG	January 2019	December 2019	CNP	2019	CNP_10k_2019.pdf	chunk_6
rcl_2018_page_7_chunk_3_triplet_9	rcl	ORG	operates_in	canada	GPE	January 2018	December 2018	RCL	2018	RCL_10k_2018.pdf	chunk_3
cnp_2015_page_68_chunk_1_triplet_14	cnp	ORG	operates_in	money pool	FIN_MARKET	January 2015	December 2015	CNP	2015	CNP_10k_2015.pdf	chunk_1
well_2020_page_118_chunk_2_triplet_29	well	ORG	operates_in	colt neck , nj	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
well_2019_page_125_chunk_3_triplet_35	well	ORG	operates_in	ona , wv	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_3
well_2023_page_131_chunk_1_triplet_57	well	ORG	operates_in	naperville , il	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
cat_2015_page_24_chunk_1_triplet_16	cat	ORG	operates_in	united kingdom	GPE	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
cat_2015_page_24_chunk_1_triplet_4	cat	ORG	operates_in	texas	GPE	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
well_2021_page_50_chunk_6_triplet_9	well	ORG	operates_in	california	GPE	default_start_timestamp	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_6
rcl_2020_page_15_chunk_2_triplet_11	rcl	ORG	operates_in	silver origin	PRODUCT	January 2020	December 2020	RCL	2020	RCL_10k_2020.pdf	chunk_2
cnp_2016_page_8_chunk_1_triplet_1	cnp	ORG	operates_in	houston	GPE	January 2016	December 2016	CNP	2016	CNP_10k_2016.pdf	chunk_1
well_2024_page_142_chunk_1_triplet_25	well	ORG	operates_in	prior lake , mn	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
gme_2014_page_12_chunk_2_triplet_39	gme	ORG	operates_in	oregon	GPE	January 2014	December 2014	GME	2014	GME_10k_2014.pdf	chunk_2
well_2021_page_125_chunk_4_triplet_15	well	ORG	operates_in	rantoul , il	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_4
gme_2014_page_12_chunk_2_triplet_38	gme	ORG	operates_in	oklahoma	GPE	January 2014	December 2014	GME	2014	GME_10k_2014.pdf	chunk_2
dxc_2020_page_103_chunk_3_triplet_8	dxc	ORG	operates_in	asia-pacific	GPE	default_start_timestamp	default_end_timestamp	DXC	2020	DXC_10k_2020.pdf	chunk_3
rcl_2017_page_14_chunk_2_triplet_4	rcl	ORG	operates_in	eastern asia	GPE	January 2017	December 2017	RCL	2017	RCL_10k_2017.pdf	chunk_2
well_2024_page_144_chunk_1_triplet_55	well	ORG	operates_in	warsaw , ny	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2021_page_121_chunk_4_triplet_12	well	ORG	operates_in	clay , ny	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_4
well_2022_page_124_chunk_2_triplet_6	well	ORG	operates_in	malvern , pa	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
gme_2015_page_8_chunk_2_triplet_49	gme	ORG	operates_in	virginia	GPE	January 2015	December 2015	GME	2015	GME_10k_2015.pdf	chunk_2
well_2024_page_145_chunk_1_triplet_16	well	ORG	operates_in	west drayton , uk	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2021_page_132_chunk_1_triplet_23	well	ORG	operates_in	panama city	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_1
well_2023_page_128_chunk_4_triplet_13	well	ORG	operates_in	bee cave , tx	GPE	January 2016	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_4
well_2023_page_142_chunk_1_triplet_3	well	ORG	operates_in	richmond , va	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2023_page_131_chunk_1_triplet_70	well	ORG	operates_in	north tustin , ca	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2022_page_124_chunk_2_triplet_13	well	ORG	operates_in	marlboro , nj	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2021_page_132_chunk_1_triplet_13	well	ORG	operates_in	orem , ut	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_1
well_2021_page_125_chunk_2_triplet_25	well	ORG	operates_in	placentia , ca	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2024_page_156_chunk_2_triplet_11	well	ORG	operates_in	highland park , il	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_2
rcl_2022_page_145_chunk_3_triplet_8	rcl	ORG	operates_in	asia	GPE	default	default	RCL	2022	RCL_10k_2022.pdf	chunk_3
well_2020_page_121_chunk_4_triplet_21	well	ORG	operates_in	santa rosa , ca	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_4
well_2023_page_130_chunk_1_triplet_85	well	ORG	operates_in	kingwood , tx	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2021_page_125_chunk_4_triplet_35	well	ORG	operates_in	round rock , tx	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_4
dxc_2020_page_97_chunk_3_triplet_8	dxc	ORG	operates_in	asia-pacific	GPE	January 2020	December 2020	DXC	2020	DXC_10k_2020.pdf	chunk_3
well_2019_page_136_chunk_1_triplet_12	well	ORG	operates_in	stockton , ca	GPE	January 2019	default_end_timestamp	WELL	2019	WELL_10k_2019.pdf	chunk_1
cat_2023_page_9_chunk_1_triplet_1	cat	ORG	operates_in	global market	GPE	January 2023	December 2023	CAT	2023	CAT_10k_2023.pdf	chunk_1
well_2020_page_127_chunk_3_triplet_36	well	ORG	operates_in	monroeville pa	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_3
well_2024_page_149_chunk_1_triplet_44	well	ORG	operates_in	newport , ar	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
cnp_2022_page_18_chunk_2_triplet_2	cnp	ORG	operates_in	united state	GPE	January 2022	December 2022	CNP	2022	CNP_10k_2022.pdf	chunk_2
